name,category,expertise,address/state,address/street/0,address/neighborhood,address/city,address/phone,description,operation,price_avg,payment_methods/credit_card/0,payment_methods/credit_card/1,payment_methods/credit_card/2,payment_methods/credit_card/3,payment_methods/debit_card/0,payment_methods/debit_card/1,payment_methods/debit_card/2,services/0,services/1,services/2,location/lat,location/lng,payment_methods/credit_card/4,services/3,services/4,services/5,rating,vote_count
Villa Açaí,Comidinhas,Açaí,PE,"Avenida Engenheiro Domingos Ferreira, 4236 - loja A",Boa Viagem,Recife,3038-4256,"Servido em tigelas com 450 mililitros, o açaí chega à mesa acompanhado de banana e granola (R$ 15,00). Em outra versão, o creme ainda recebe cobertura de sorvete de creme, leite em pó e mel (R$ 15,50). O cardápio de sucos lista cinquenta receitas, a exemplo da que mistura morango, hortelã e água de coco (R$ 10,90, 400 mililitros). Na ala dos salgados, o wrap de filé-mignon (R$ 14,90) é incrementado com alface, cogumelo-de-paris, mussarela e molho madeira. Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",12h/0h (dom. a partir das 16h),68,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Acesso para deficientes,Acesso wireless,Ar condicionado,-8.1257526,-34.9029882,Visa,Estacionamento,,,1.7,34
Café Cultura,Comidinhas,Café,PE,"Rua Madre de Deus, s/nº - Livraria Cultura, anexa ao Shopping Paço Alfândega",Recife Antigo,Recife,(81) 2102-4033,"Dentro de uma livraria, a loja trabalha com duas marcas de café paulistanas: Suplicy Blend e Octavio Café. O expresso (R$ 4,80) pode fazer dupla com brownie de castanha e cobertura de chocolate, doce de leite, coco ou leite condensado (R$ 7,80). Café, chocolate, canela, leite condensado, chantili e raspas de chocolate entram na receita de cappuccino gelado (R$ 18,00, 200 mililitros). O chocolate quente custa R$ 11,00. Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",10h/22h (dom. 12h/21h),62,American Express,Dinners,Mastercard,Visa,Maestro,Rede Shop,Visa Electron,Acesso para deficientes,Acesso wireless,Ar condicionado,-8.0643765,-34.8742717,,Estacionamento,,,4.45,238
H3 Hambúrguer Gourmet,Comidinhas,Sanduíches,PE,"Avenida República do Líbano, 251 - Shopping RioMar",Pina,Recife,3327-2739,"Servido no prato, o hambúrguer da franquia portuguesa é preparado com 200 gramas de carne bovina grelhada e escoltado por dois acompanhamentos, como o arroz e a batata frita em rodelas, e mais uma cobertura. A que vem com molho poivre, feito com pimentas rosa e preta, sai por R$ 26,95. Na versão batizada de mediterrâneo, a cobertura mistura rúcula, tomate seco, parmesão e bacon (R$ 23,95). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",9h/22h (dom. 12h/21h),21,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Acesso para deficientes,Acesso wireless,Ar condicionado,-8.0855551,-34.8966499,Visa,Estacionamento,,,1.67,269
DNA Natural,Comidinhas,Sucos,PE,"Avenida Rui Barbosa, 1503",Jaqueira,Recife,3040-4559,"Entre os 64 sucos, todos servidos em copos de 400 mililitros, o termogênico (R$ 8,90) leva chá verde, gengibre e hortelã; o drenagem (R$ 9,90) tem melancia, morango e melão. O chamado xô TPM (R$ 9,00) é feito de melancia, morango, acerola e mel. Para acompanhar, uma das sugestões da casa é o sanduíche prensata caprese (R$ 20,90): pão sírio recheado de mussarela de búfala, tomate, manjericão e molho pesto. Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",11h/23h,70,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Acesso para deficientes,Acesso wireless,Ar condicionado,-8.0403788,-34.9060614,Visa,Atividades para crianças,Estacionamento,Lugares/Capacidade (total 150),4.53,180
Café do Brasil,Comidinhas,Cafés,PE,"Rua da Esperança, 248 - Em frente às piscinas naturais",Porto de Galinhas,Ipojuca,3552-2433,"Neste quiosque com vista para o mar, o trivial café expresso (R$ 5,00) é um dos preferidos dos clientes. Entre os descafeinados, o cappuccino sai por R$ 7,60. Há também opções geladas, a exemplo do afogatto, que mistura café e sorvete de creme (R$ 14,00, 100 mililitros). O cardápio traz novidades como o sanduíche feito na baguete e que é recheado com alface, tomate e molho da casa (R$ 16,00). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",10h/1h,49,Mastercard,Visa,,,Maestro,Visa Electron,,,,,-8.5047246,-35.011951,,,,,4.49,167
Sargação Lanches,Comidinhas,Sanduíches,PE,"Avenida Sigismundo Gonçalves, 716",Carmo,Olinda,(81) 3439-2040,"Uma das mais antigas de Olinda, a casa de lanches completa trinta anos de atividade. A clientela costuma se reunir após a balada para matar a fome com sanduíches fartos, como o que leva o nome da casa, montado em quatro fatias de pão de fôrma com hambúrguer bovino, queijo prato, presunto, ovo, milho, tomate, cebola e pimentão (R$ 10,50). O x-tudo recebe os mesmos ingredientes, mais salsicha e bacon (R$ 14,40). Para beber, os sucos de cajá ou graviola (R$ 3,80) podem ser batidos com leite (R$ 4,50). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",17h/2h (sex. e sáb. até 5h; fecha seg.),74,Mastercard,Visa,,,Maestro,Rede Shop,Visa Electron,Estacionamento,,,-8.0203555,-34.8531438,,,,,3.4,164
Kopenhagen,Comidinhas,Chocolates,PE,"Rua Padre Carapuceiro, 777 - Shopping Recife",Boa Viagem,Recife,(81) 3464-6222,"Em todas as lojas, a novidade é a linha de picolés que reproduz alguns clássicos da marca, a exemplo do gelato língua de gato, com toques de avelã, castanha e amendoim, e do que é feito com chocolate 70% cacau (R$ 9,00 cada um). A tradicional nhá benta, de marshmallow coberto com chocolate ao leite, é feita também nos sabores frutas vermelhas, coco e maracujá. Custa R$ 23,60 a caixa com três unidades de 30 gramas ou R$ 63,00 com seis unidades de 40 gramas. Com chocolate derretido, café e chantili, o cappuccino é servido por R$ 15,90. Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",10h/22h (dom. 13h/21h),34,Mastercard,Visa,,,Maestro,Visa Electron,,Acesso para deficientes,Acesso wireless,Ar condicionado,-8.117147,-34.9029769,,Estacionamento,,,3.86,180
Ponto do Açaí,Comidinhas,Açaí,PE,"Avenida Conselheiro Rosa e Silva, 1749 - loja 1",Aflitos,Recife,3442-0510,"Dez toneladas de açaí são consumidas por mês pelos clientes dos cinco endereços da rede. O proprietário, Leonardo Lacerda, criou uma carta dedicada exclusivamente ao fruto. O açaí batido com açúcar mascavo leva banana e granola (R$ 13,90, 300 mililitros). Além desses acompanhamentos, a receita frozen é preparada com morango e kiwi (R$ 18,50, 450 mililitros). Entre as opções de sanduíche está a baguete recheada com filé-mignon, queijo do reino e pasta de ervas (R$ 14,30). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",11h/1h (sáb. e dom. 9h30/0h30),59,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Acesso wireless,,,-8.0369962,-34.9019424,Visa,,,,4.56,46
Kampalla Café,Comidinhas,Cafés,PE,"Avenida Agamenon Magalhães, 4775 - lojas 5 e 6, Empresarial Thomas Edison",Ilha do Leite,Recife,(81) 2125-7525 e 3039-2130,"Receitas geladas aparecem no cardápio, caso do sorvete de café, chocolate, leite e chantili (R$ 16,90). Além do expresso (R$ 4,80), há misturas como a que leva café e leite condensado ou a latte, com café, leite fervido e chocolate vaporizado (R$ 5,90 cada uma). Para acompanhar, o pastel pode ser recheado de frango com catupiry, charque ou carne (R$ 6,90). A casa também serve refeições, a exemplo do nhoque de batata doce com espinafre à bolonhesa (R$ 26,90). A torta cheesecake de amora (R$ 10,90) adoça a refeição. Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",10h/19h (fecha sáb. e dom.),29,American Express,Dinners,Mastercard,Visa,Maestro,Rede Shop,Visa Electron,Acesso para deficientes,Acesso wireless,Ar condicionado,-8.0643111,-34.8990543,,Estacionamento,,,3.38,96
Sendai,Comidinhas,Salgados,PE,"Praça de Boa Viagem, s/nº",Boa Viagem,Recife,(81) 3231-7303 e 98806-3648,"Entre as 25 variedades de pastéis estão a que mistura carne moída com catupiry (R$ 5,00) e a receita que leva queijo de coalho, presunto e orégano (R$ 4,00), uma das mais pedidas. Sabores especiais, como o de frango mais queijo prato, bacon, tomate e cebola, custam R$ 6,00. Romeu e julieta e cartola (R$ 4,00) são as versões doces. Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",15h/22h (sáb e dom. até 22h30),36,Mastercard,Visa,,,Maestro,Rede Shop,Visa Electron,,,,-8.1317303,-34.9045977,,,,,4.26,255
Palácio Café,Comidinhas,Cafés,PE,"Rua Frei Vicente do Salvador, 825 - salas 22 a 24",Santo Antônio,Recife,3033-4007,"Na casa inaugurada em março de 2015 pelo advogado Eduardo Suassuna, a porção de pão de queijo (R$ 4,75, cinco unidades) vai bem ao lado do café expresso (R$ 3,90) ou do cappuccino (R$ 5,10). Por mais R$ 6,50, uma fatia de bolo de rolo ou de laranja acompanha o lanche. Na hora do almoço, o cardápio lista 15 opções de salada e oito massas, a exemplo do canelone de camarão (R$19,50) e do ravióli de frango (R$17,50). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",8h/18h (fecha sáb. e dom.),36,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Acesso para deficientes,Acesso wireless,Ar condicionado,-8.0618561,-34.8795683,Visa,,,,2.72,87
Barraca da Vera,Comidinhas,Salgados,PE,"Rua Barão de Souza Leão, s/nº - Praça de Boa Viagem",Boa Viagem,Recife,98718-4958,"Os quitutes são preparados pela baiana Vera Lúcia, proprietária de duas barracas, na Pracinha de Boa Viagem e na Casa da Cultura. O preço do acarajé varia de acordo com o tipo de camarão que acompanha o vatapá, o caruru e o vinagrete. Adicionar o crustáceo com casca custa R$ 9,00. Já a versão defumada ou descascada sai por R$ 10,00. O mesmo recheio compõe o abará (R$ 10,00). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",14h/22h,69,,,,,,,,,,,-8.1324783,-34.9031568,,,,,1.95,29
Pavlova,Comidinhas,Docerias,PE,"Rua Pereira da Costa, 56",Pina,Recife,3034-3344 e 3314-5044,"O bolo de churros - massa branca com recheio de doce de leite, polvilhada de açúcar e canela - acabou de entrar no cardápio. Outras novidades são a torta branca com recheio de Leite Ninho e raspas de chocolate branco e o bolo recheado com pasta de amendoim, acompanhado de pedaços de brownie e paçoca. Cada fatia desses sabores custa R$ 13,00. Brigadeiros tradicional, branco, de nozes, damasco e romeu e julieta são vendidos a R$ 3,00 a unidade. Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",9h/19h30 (fecha dom.),72,American Express,Mastercard,Visa,,Maestro,Rede Shop,Visa Electron,Acesso para deficientes,Acesso wireless,Ar condicionado,-8.0956521,-34.8857495,,Estacionamento,,,3.74,16
Padaria Imperatriz,Comidinhas,Padarias,PE,"Rua Imperatriz Tereza Cristina, 240",Boa Vista,Recife,3231-3793,"Não precisa ser época natalina: a rosca de frutas secas (R$ 25,00 a unidade) é consumida o ano todo na Imperatriz, juntamente com o tradicional pão francês (R$ 10,00 o quilo) e a tabica (baguete) de gergelim (R$ 12,00 o quilo). A pizza (R$ 4,00 a fatia) de massa leve e fermento ao modo italiano é outro dos pedidos feitos o dia inteiro. Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",6h/20h (sáb. até 19h; fecha dom.),65,,,,,Visa Electron,,,,,,-8.0627209,-34.8867813,,,,,1.51,99
Padaria La Roque,Comidinhas,Padarias,PE,"Rua Leandro Barreto, 512",Jardim São Paulo,Recife,(81) 3039-6045,"O pão trançado de massa folhada recheado com creme de bacalhau (R$ 35,00 o quilo) e a torrada de ciabatta nas versões amanteigada (R$ 43,90 o quilo) e natural (R$ 32,90 o quilo) são especialidades da casa. Acompanham na preferência dos clientes os patês artesanais, com o de queijo do reino (R$ 35,90 o quilo), mostarda (R$ 22,90 o quilo) ou tomate seco (R$ 42,90 o quilo). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",6h/22h (dom. e feriados 6h/21h),34,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Ar condicionado,Estacionamento,Valet/Manobrista,-8.0839277,-34.9511709,Visa,,,,4.69,4
Sansa - Sanduíches e Saladas,Comidinhas,Sanduíches,PE,"Rua Dona Maria César, 170 - Loja A",Bairro do Recife,Recife,3019-2020,"A casa passou a abrir mais cedo para investir no cardápio do café da manhã. Há opções saudáveis como o combo que inclui iogurte com banana, calda de frutas vermelhas e granola, tapioca de queijo coalho com linhaça, café coado e suco de laranja (R$ 15,00). Os sanduíches são servidos a qualquer hora do dia, a exemplo da receita que substitui o pão por uma massa de tapioca salpicada de ervas com recheio de frango desfiado ao curry e coco com geleia de abacaxi (R$ 22,00). A salada de batata doce leva alface, tomate-cereja, frango e molho de iogurte (R$ 23,00). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",7h/19h (sáb e dom. 8h/16h),68,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Acesso para deficientes,Acesso wireless,Ar condicionado,-8.064225,-34.8744759,Visa,,,,3.81,291
Dantas Boutique de Carnes,Comidinhas,Empórios gourmets,PE,"Avenida Bernardo Vieira de Melo, 5116",Candeias,Jaboatão dos Guararapes,3093-7903,"Cortes maturados, como fraldinha (R$ 32,90), contrafilé (R$ 37,90) e a picanha argentina (R$ 63,59), são cobrados por quilo. A carta de vinhos reúne cinquenta rótulos, como o argentino Alta Vista Malbec 2013 (R$ 40,60). Também há uma linha de massas frescas (lasanha com 500 gramas, R$ 8,49) e congeladas (rotolone de queijo do reino, R$ 27,90 o quilo). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",7h/19h (sáb. até 18h; dom. 8h/13h),44,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Acesso para deficientes,Ar condicionado,Estacionamento,-8.199267,-34.9204037,Visa,,,,4.23,45
Brotfabrik,Comidinhas,Padaria,PE,"Rua da Moeda, 87",Recife Antigo,Recife,(81) 3224-2496,"Tanto as mesinhas do salão quanto as da calçada da tradicional Rua da Moeda acomodam os clientes para um sanduíche como o tramezzino, montado no pão de forma integral com ricota, alface, tomate seco, rúcula e tomate fresco (R$ 9,80) ou uma tigela de açaí incrementada com banana, granola e cobertura de caramelo, mel ou leite condensado (R$ 9,50, 300 gramas). Entre os itens para levar, são vendidos por quilo o pãozinho francês (R$ 9,00) e o integral (R$ 14,50). Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",7h/19h (fecha sáb. e dom.),24,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Acesso wireless,,,-8.0645334,-34.8728821,Visa,,,,1.39,44
Olinda Sorvetes e Sucos,Comidinhas,Sorveterias,PE,"Rua de São Bento, 358",Varadouro,Olinda,3429-1358,"Os visitantes que passam pelo centro histórico de Olinda costumam parar nesta casa para degustar um dos 22 sabores da marca John's, fabricada no Recife. Servidos no copinho, os sorvetes de chocolate, coco, morango, cupuaçu e açaí são os mais pedidos. A bola custa R$ 4,00; duas são vendidas por R$ 5,00; três, por R$ 6,00. O cliente pode escolher até três sabores de sorvete para montar o milk-shake, batido com leite e finalizado com calda de chocolate, morango ou caramelo. A bebida custa R$ 6,00, em taça de 300 mililitros, e R$ 8,00, na de 400 mililitros. Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.",12h/22h (seg. e ter. a partir de 14h),30,,,,,,,,,,,-8.0161251,-34.854637,,,,,4.83,122
Wada,Comidinhas,Japonesa,PE,"Avenida Visconde de Jequitinhonha, 535 - Galeria Villa Gourmet",Boa Viagem,Recife,3129-9038,"Funciona em uma galeria de vários ambientes construídos a partir de dez contêineres, com lounge externo aberto. Entre os 25 temakis do cardápio, os de maior saída são o de camarão crocante (R$ 13,00) e o de salmão maçaricado (R$ 14,90), ambos com arroz e cream cheese. Tem ainda dez entradas, a exemplo do atum selado com creme de alcaparras, redução de missô e farofa de quinoa (R$ 29,90). Para adoçar, musse de chocolate coberta por sorvete de creme, biscoito Maria, pistache, castanha, morango e açúcar caramelizado (R$ 12,00). A saquerosca de morango (R$ 12,90, 330 mililitros) e o vinho branco italiano Frascati San Carlo 2011 (R$ 57,00) são sugestões de bebida. Os preços e demais informações foram apurados entre os meses de abril e junho de 2015.","18h/0h (qui. a sáb. até 1h, dom. 17h/23h)",38,American Express,Dinners,Hipercard,Mastercard,Maestro,Rede Shop,Visa Electron,Acesso para deficientes,Acesso wireless,Ar condicionado,-8.1262035,-34.9060251,Visa,Estacionamento,Valet/Manobrista,,2.67,267
